date,ticket_id,agent_id,support_cost,sla_met,first_contact_resolution,csat_score
2025-03-07,TCK04925,AGT0137,18435.24,Yes,Yes,4.53
2025-03-08,TCK04926,AGT0229,80283.99,Yes,Yes,4.98
2025-03-09,TCK04927,AGT0160,99235.69,Yes,Yes,4.19
2025-03-10,TCK04928,AGT0000,57807.89,Yes,No,4.11
2025-03-11,TCK04929,AGT0235,71450.16,Yes,Yes,4.64
2025-03-12,TCK04930,AGT0187,31358.27,Yes,Yes,4.45
2025-03-13,TCK04931,AGT0003,49383.8,Yes,Yes,4.71
2025-03-14,TCK04932,AGT0131,87048.58,Yes,Yes,4.81
2025-03-15,TCK04933,AGT0217,25068.07,Yes,No,4.27
2025-03-16,TCK04934,AGT0259,33898.2,Yes,Yes,4.78
2025-03-17,TCK04935,AGT0000,50089.03,Yes,Yes,4.29
2025-03-18,TCK04936,AGT0070,74102.4,No,Yes,4.62
2025-03-19,TCK04937,AGT0177,43829.56,Yes,Yes,4.23
2025-03-20,TCK04938,AGT0188,93495.91,Yes,No,4.64
2025-03-21,TCK04939,AGT0290,18501.13,Yes,Yes,4.59
2025-03-22,TCK04940,AGT0007,43372.38,Yes,Yes,4.27
2025-03-23,TCK04941,AGT0252,73805.87,Yes,Yes,4.19
2025-03-24,TCK04942,AGT0291,30338.81,Yes,No,4.83
2025-03-25,TCK04943,AGT0243,69077.18,Yes,Yes,4.46
2025-03-26,TCK04944,AGT0122,24779.53,Yes,Yes,4.9
2025-03-27,TCK04945,AGT0298,15038.23,Yes,Yes,4.44
2025-03-28,TCK04946,AGT0282,20891.41,Yes,No,4.99
2025-03-29,TCK04947,AGT0031,93698.63,Yes,Yes,4.32
2025-03-30,TCK04948,AGT0145,59657.58,Yes,Yes,5.0
2025-03-31,TCK04949,AGT0155,81671.12,Yes,Yes,4.65
2025-01-01,TCK04950,AGT0015,39938.91,Yes,Yes,4.72
2025-01-02,TCK04951,AGT0046,63339.28,Yes,Yes,4.3
2025-01-03,TCK04952,AGT0250,54545.69,Yes,Yes,4.82
2025-01-04,TCK04953,AGT0186,95116.42,Yes,Yes,4.83
2025-01-05,TCK04954,AGT0030,77281.72,Yes,Yes,4.5
2025-01-06,TCK04955,AGT0259,75748.84,Yes,Yes,3.96
2025-01-07,TCK04956,AGT0016,14171.79,Yes,Yes,4.27
2025-01-08,TCK04957,AGT0038,59470.27,Yes,Yes,4.27
2025-01-09,TCK04958,AGT0038,52029.23,Yes,No,4.73
2025-01-10,TCK04959,AGT0131,93505.8,Yes,Yes,4.46
2025-01-11,TCK04960,AGT0029,33160.78,Yes,Yes,4.47
2025-01-12,TCK04961,AGT0157,34285.01,Yes,No,4.43
2025-01-13,TCK04962,AGT0277,47021.16,Yes,Yes,5.0
2025-01-14,TCK04963,AGT0202,31903.27,Yes,Yes,4.61
2025-01-15,TCK04964,AGT0065,21626.55,Yes,Yes,4.66
2025-01-16,TCK04965,AGT0107,87167.34,Yes,Yes,4.41
2025-01-17,TCK04966,AGT0267,60244.89,Yes,Yes,4.59
2025-01-18,TCK04967,AGT0221,87522.64,Yes,Yes,4.31
2025-01-19,TCK04968,AGT0291,84802.13,Yes,Yes,4.7
2025-01-20,TCK04969,AGT0017,35383.81,Yes,No,4.26
2025-01-21,TCK04970,AGT0089,59296.37,Yes,Yes,4.82
2025-01-22,TCK04971,AGT0180,17489.59,Yes,Yes,4.38
2025-01-23,TCK04972,AGT0254,92372.67,Yes,No,4.88
2025-01-24,TCK04973,AGT0252,46383.64,Yes,Yes,5.0
2025-01-25,TCK04974,AGT0256,45430.86,Yes,No,4.6
2025-01-26,TCK04975,AGT0086,37247.98,Yes,Yes,4.99
2025-01-27,TCK04976,AGT0089,51459.74,Yes,Yes,4.83
2025-01-28,TCK04977,AGT0236,32658.34,Yes,No,4.17
2025-01-29,TCK04978,AGT0069,43736.7,Yes,Yes,4.63
2025-01-30,TCK04979,AGT0043,81995.23,No,Yes,4.75
2025-01-31,TCK04980,AGT0199,85083.0,Yes,Yes,4.78
2025-02-01,TCK04981,AGT0151,37376.42,Yes,Yes,4.65
2025-02-02,TCK04982,AGT0085,52211.3,Yes,Yes,4.65
2025-02-03,TCK04983,AGT0018,88643.78,Yes,Yes,4.6
2025-02-04,TCK04984,AGT0100,14740.6,Yes,Yes,4.64
2025-02-05,TCK04985,AGT0094,90023.05,Yes,Yes,4.23
2025-02-06,TCK04986,AGT0253,29726.59,Yes,Yes,4.53
2025-02-07,TCK04987,AGT0029,71068.53,Yes,Yes,4.16
2025-02-08,TCK04988,AGT0248,62429.65,Yes,Yes,4.45
2025-02-09,TCK04989,AGT0032,59764.67,Yes,Yes,4.42
2025-02-10,TCK04990,AGT0228,87342.42,No,Yes,4.4
2025-02-11,TCK04991,AGT0011,19141.49,Yes,No,4.28
2025-02-12,TCK04992,AGT0117,41232.52,Yes,Yes,4.68
2025-02-13,TCK04993,AGT0154,58442.75,Yes,Yes,4.5
2025-02-14,TCK04994,AGT0245,83016.0,Yes,Yes,4.47
2025-02-15,TCK04995,AGT0246,29479.88,Yes,Yes,4.18
2025-02-16,TCK04996,AGT0028,82263.69,Yes,Yes,4.51
2025-02-17,TCK04997,AGT0160,45967.46,Yes,Yes,4.94
2025-02-18,TCK04998,AGT0234,27002.25,Yes,Yes,4.95
2025-02-19,TCK04999,AGT0189,78308.78,Yes,Yes,4.71
2025-02-20,TCK05000,AGT0116,18180.9,Yes,No,4.51
2025-02-21,TCK05001,AGT0270,56329.06,Yes,Yes,4.77
2025-02-22,TCK05002,AGT0257,15748.82,No,Yes,4.4
2025-02-23,TCK05003,AGT0179,42077.61,Yes,No,4.51
2025-02-24,TCK05004,AGT0171,64096.91,Yes,Yes,4.38
2025-02-25,TCK05005,AGT0273,60050.4,Yes,Yes,4.87
2025-02-26,TCK05006,AGT0258,46418.99,Yes,Yes,4.83
2025-02-27,TCK05007,AGT0134,48614.32,Yes,Yes,4.59
2025-02-28,TCK05008,AGT0170,30409.26,Yes,No,5.0
2025-03-01,TCK05009,AGT0209,51029.43,Yes,Yes,4.72
2025-03-02,TCK05010,AGT0235,95792.94,Yes,No,4.71
2025-03-03,TCK05011,AGT0185,86540.76,Yes,Yes,4.67
2025-03-04,TCK05012,AGT0094,23070.96,Yes,No,4.22
2025-03-05,TCK05013,AGT0010,12680.27,Yes,Yes,4.33
2025-03-06,TCK05014,AGT0067,94017.19,Yes,No,4.58
2025-03-07,TCK05015,AGT0209,57407.48,Yes,Yes,4.59
2025-03-08,TCK05016,AGT0195,58405.4,Yes,Yes,4.78
2025-03-09,TCK05017,AGT0097,80264.62,Yes,Yes,4.4
2025-03-10,TCK05018,AGT0092,38322.01,Yes,Yes,4.62
2025-03-11,TCK05019,AGT0021,53371.68,Yes,Yes,4.63
2025-03-12,TCK05020,AGT0171,97179.66,Yes,Yes,4.64
2025-03-13,TCK05021,AGT0133,70493.38,Yes,Yes,4.6
2025-03-14,TCK05022,AGT0024,23837.05,Yes,Yes,4.18
2025-03-15,TCK05023,AGT0184,21990.41,No,Yes,3.92
2025-03-16,TCK05024,AGT0084,28383.83,Yes,Yes,4.32
2025-03-17,TCK05025,AGT0054,79004.05,Yes,Yes,4.44
2025-03-18,TCK05026,AGT0250,36583.93,Yes,Yes,4.25
2025-03-19,TCK05027,AGT0143,11925.0,Yes,Yes,4.58
2025-03-20,TCK05028,AGT0166,94975.69,Yes,Yes,4.93
2025-03-21,TCK05029,AGT0223,25274.21,Yes,No,4.82
2025-03-22,TCK05030,AGT0219,10860.24,Yes,Yes,4.74
2025-03-23,TCK05031,AGT0178,31341.84,Yes,Yes,4.9
2025-03-24,TCK05032,AGT0118,31152.59,Yes,Yes,4.32
2025-03-25,TCK05033,AGT0264,47980.47,Yes,Yes,4.46
2025-03-26,TCK05034,AGT0149,92835.08,Yes,Yes,4.78
2025-03-27,TCK05035,AGT0214,89126.64,Yes,Yes,4.46
2025-03-28,TCK05036,AGT0196,51120.51,Yes,Yes,4.47
2025-03-29,TCK05037,AGT0041,46980.99,Yes,Yes,5.0
2025-03-30,TCK05038,AGT0052,59950.82,Yes,Yes,4.63
2025-03-31,TCK05039,AGT0250,31910.86,Yes,Yes,5.0
2025-01-01,TCK05040,AGT0294,14696.65,Yes,Yes,4.05
2025-01-02,TCK05041,AGT0270,94530.17,Yes,No,4.41
2025-01-03,TCK05042,AGT0122,26802.91,Yes,No,4.72
2025-01-04,TCK05043,AGT0265,27856.07,Yes,No,4.63
2025-01-05,TCK05044,AGT0028,52521.43,Yes,No,3.98
2025-01-06,TCK05045,AGT0034,54245.2,Yes,Yes,4.53
2025-01-07,TCK05046,AGT0005,11659.08,Yes,Yes,5.0
2025-01-08,TCK05047,AGT0110,23315.93,Yes,Yes,4.67
2025-01-09,TCK05048,AGT0293,44033.93,Yes,Yes,4.78
2025-01-10,TCK05049,AGT0076,71535.76,Yes,No,4.41
2025-01-11,TCK05050,AGT0146,30557.66,Yes,Yes,4.67
2025-01-12,TCK05051,AGT0066,48071.3,Yes,Yes,4.6
2025-01-13,TCK05052,AGT0007,60161.06,Yes,Yes,4.94
2025-01-14,TCK05053,AGT0121,89973.32,Yes,Yes,4.93
2025-01-15,TCK05054,AGT0174,39346.35,Yes,Yes,4.72
2025-01-16,TCK05055,AGT0178,22020.24,Yes,Yes,4.62
2025-01-17,TCK05056,AGT0084,54034.5,Yes,No,4.1
2025-01-18,TCK05057,AGT0044,77204.94,Yes,Yes,4.09
2025-01-19,TCK05058,AGT0135,19887.38,Yes,Yes,4.62
2025-01-20,TCK05059,AGT0015,48221.51,Yes,Yes,4.86
2025-01-21,TCK05060,AGT0194,11600.66,Yes,Yes,5.0
2025-01-22,TCK05061,AGT0008,13020.33,Yes,Yes,4.33
2025-01-23,TCK05062,AGT0014,53465.8,Yes,Yes,4.15
2025-01-24,TCK05063,AGT0101,36837.76,Yes,Yes,4.88
2025-01-25,TCK05064,AGT0225,86059.66,Yes,Yes,4.36
2025-01-26,TCK05065,AGT0277,64193.89,Yes,Yes,4.13
2025-01-27,TCK05066,AGT0112,50853.97,Yes,Yes,4.45
2025-01-28,TCK05067,AGT0000,46714.18,Yes,No,4.45
2025-01-29,TCK05068,AGT0265,54752.09,Yes,Yes,5.0
2025-01-30,TCK05069,AGT0207,13639.49,Yes,Yes,4.86
2025-01-31,TCK05070,AGT0109,90351.4,Yes,No,4.38
2025-02-01,TCK05071,AGT0199,99847.28,Yes,Yes,5.0
2025-02-02,TCK05072,AGT0011,26333.84,Yes,Yes,4.64
2025-02-03,TCK05073,AGT0187,20834.47,Yes,Yes,4.92
2025-02-04,TCK05074,AGT0153,22921.97,Yes,No,5.0
2025-02-05,TCK05075,AGT0278,69492.44,Yes,No,4.52
2025-02-06,TCK05076,AGT0170,69529.68,Yes,Yes,4.77
2025-02-07,TCK05077,AGT0133,86313.17,Yes,Yes,4.48
2025-02-08,TCK05078,AGT0024,77664.37,No,Yes,4.88
2025-02-09,TCK05079,AGT0017,50472.07,Yes,No,4.63
2025-02-10,TCK05080,AGT0189,65156.98,Yes,Yes,4.89
2025-02-11,TCK05081,AGT0140,71945.62,Yes,No,5.0
2025-02-12,TCK05082,AGT0042,56146.28,Yes,Yes,4.76
2025-02-13,TCK05083,AGT0283,52808.59,Yes,Yes,4.57
2025-02-14,TCK05084,AGT0145,68058.77,Yes,Yes,4.58
2025-02-15,TCK05085,AGT0091,60172.71,Yes,Yes,3.71
2025-02-16,TCK05086,AGT0178,67954.81,No,Yes,4.39
2025-02-17,TCK05087,AGT0055,65156.93,Yes,Yes,4.88
2025-02-18,TCK05088,AGT0154,74727.69,Yes,Yes,4.89
2025-02-19,TCK05089,AGT0159,67852.32,Yes,Yes,4.38
2025-02-20,TCK05090,AGT0110,56776.82,Yes,No,4.65
2025-02-21,TCK05091,AGT0136,71361.71,Yes,Yes,4.54
2025-02-22,TCK05092,AGT0231,50453.38,Yes,Yes,4.81
2025-02-23,TCK05093,AGT0219,31750.41,Yes,Yes,5.0
2025-02-24,TCK05094,AGT0067,10127.64,Yes,Yes,4.81
2025-02-25,TCK05095,AGT0248,60396.77,Yes,Yes,4.4
2025-02-26,TCK05096,AGT0005,63158.97,Yes,Yes,4.58
2025-02-27,TCK05097,AGT0279,97484.41,Yes,Yes,5.0
2025-02-28,TCK05098,AGT0093,42533.05,Yes,Yes,4.18
2025-03-01,TCK05099,AGT0268,45471.99,Yes,Yes,4.42
2025-03-02,TCK05100,AGT0196,28161.96,Yes,Yes,4.81
2025-03-03,TCK05101,AGT0024,16348.09,Yes,No,4.99
2025-03-04,TCK05102,AGT0147,79552.4,Yes,Yes,4.78
2025-03-05,TCK05103,AGT0117,32471.3,Yes,Yes,4.42
2025-03-06,TCK05104,AGT0065,64801.44,Yes,Yes,4.76
2025-03-07,TCK05105,AGT0174,71899.57,Yes,No,4.72
2025-03-08,TCK05106,AGT0075,52411.3,Yes,Yes,4.71
2025-03-09,TCK05107,AGT0113,88871.69,Yes,Yes,4.57
2025-03-10,TCK05108,AGT0110,49941.54,Yes,Yes,4.62
2025-03-11,TCK05109,AGT0248,35641.78,Yes,Yes,4.33
2025-03-12,TCK05110,AGT0202,90641.4,Yes,Yes,5.0
2025-03-13,TCK05111,AGT0146,87540.79,Yes,No,4.65
2025-03-14,TCK05112,AGT0034,24763.6,Yes,Yes,4.76
2025-03-15,TCK05113,AGT0025,12336.49,Yes,Yes,4.53
2025-03-16,TCK05114,AGT0237,18098.7,Yes,No,4.85
2025-03-17,TCK05115,AGT0013,35789.27,No,Yes,4.21
2025-03-18,TCK05116,AGT0044,97503.38,Yes,Yes,4.08
2025-03-19,TCK05117,AGT0215,60266.45,Yes,No,4.59
2025-03-20,TCK05118,AGT0232,43593.56,Yes,No,5.0
2025-03-21,TCK05119,AGT0192,89984.45,Yes,Yes,4.96
2025-03-22,TCK05120,AGT0050,50782.27,Yes,Yes,4.36
2025-03-23,TCK05121,AGT0213,38371.48,Yes,Yes,4.75
2025-03-24,TCK05122,AGT0150,94709.76,Yes,Yes,4.41
2025-03-25,TCK05123,AGT0274,86456.59,No,Yes,4.73
2025-03-26,TCK05124,AGT0075,85930.15,Yes,Yes,4.75
2025-03-27,TCK05125,AGT0219,56105.63,Yes,No,4.88
2025-03-28,TCK05126,AGT0186,81049.46,Yes,Yes,4.13
2025-03-29,TCK05127,AGT0288,26141.8,Yes,No,4.22
2025-03-30,TCK05128,AGT0027,61590.07,Yes,Yes,4.58
2025-03-31,TCK05129,AGT0179,98546.13,Yes,Yes,4.29
2025-01-01,TCK05130,AGT0252,36186.26,Yes,No,4.27
2025-01-02,TCK05131,AGT0125,81491.71,Yes,Yes,4.68
2025-01-03,TCK05132,AGT0176,54143.06,Yes,No,4.33
2025-01-04,TCK05133,AGT0036,13582.51,Yes,No,5.0
2025-01-05,TCK05134,AGT0098,78671.75,Yes,No,4.44
2025-01-06,TCK05135,AGT0097,25171.22,Yes,Yes,4.52
2025-01-07,TCK05136,AGT0126,66832.62,Yes,Yes,4.69
2025-01-08,TCK05137,AGT0167,17709.78,Yes,Yes,4.15
2025-01-09,TCK05138,AGT0079,95218.07,Yes,Yes,4.75
2025-01-10,TCK05139,AGT0293,36255.15,Yes,Yes,4.7
2025-01-11,TCK05140,AGT0125,30381.82,Yes,No,4.5
2025-01-12,TCK05141,AGT0149,21622.28,Yes,Yes,4.68
2025-01-13,TCK05142,AGT0015,95140.2,Yes,No,4.73
2025-01-14,TCK05143,AGT0027,74071.34,Yes,Yes,5.0
2025-01-15,TCK05144,AGT0172,76749.48,Yes,Yes,5.0
2025-01-16,TCK05145,AGT0045,54946.41,Yes,No,4.28
2025-01-17,TCK05146,AGT0235,52725.5,Yes,Yes,4.21
2025-01-18,TCK05147,AGT0213,19901.91,Yes,Yes,4.63
2025-01-19,TCK05148,AGT0084,60385.7,Yes,Yes,3.98
2025-01-20,TCK05149,AGT0281,32222.48,Yes,No,4.79
2025-01-21,TCK05150,AGT0231,97943.08,Yes,No,4.63
2025-01-22,TCK05151,AGT0084,81692.28,Yes,No,4.71
2025-01-23,TCK05152,AGT0064,47169.29,Yes,No,4.51
2025-01-24,TCK05153,AGT0133,23620.71,No,Yes,4.68
2025-01-25,TCK05154,AGT0150,80679.85,Yes,Yes,4.74
2025-01-26,TCK05155,AGT0114,20984.84,Yes,Yes,4.66
2025-01-27,TCK05156,AGT0063,27040.04,Yes,Yes,4.2
2025-01-28,TCK05157,AGT0157,29036.85,Yes,Yes,4.65
2025-01-29,TCK05158,AGT0076,60120.16,Yes,No,5.0
2025-01-30,TCK05159,AGT0145,80835.1,Yes,Yes,4.67
2025-01-31,TCK05160,AGT0224,38288.34,Yes,Yes,4.64
2025-02-01,TCK05161,AGT0102,17620.28,Yes,Yes,5.0
2025-02-02,TCK05162,AGT0087,51808.46,Yes,Yes,4.38
2025-02-03,TCK05163,AGT0167,77329.92,Yes,Yes,4.87
2025-02-04,TCK05164,AGT0169,29949.75,Yes,Yes,4.44
2025-02-05,TCK05165,AGT0134,29793.21,Yes,Yes,4.93
2025-02-06,TCK05166,AGT0049,95250.43,Yes,Yes,4.84
2025-02-07,TCK05167,AGT0133,95873.84,Yes,No,4.48
2025-02-08,TCK05168,AGT0136,99141.92,Yes,Yes,4.52
2025-02-09,TCK05169,AGT0244,82689.36,Yes,Yes,4.89
2025-02-10,TCK05170,AGT0108,26936.58,Yes,Yes,4.04
2025-02-11,TCK05171,AGT0286,29078.34,Yes,Yes,4.47
2025-02-12,TCK05172,AGT0020,40620.27,Yes,Yes,4.79
2025-02-13,TCK05173,AGT0089,38631.93,Yes,Yes,4.51
2025-02-14,TCK05174,AGT0295,96087.5,Yes,Yes,4.64
2025-02-15,TCK05175,AGT0111,81016.66,Yes,No,3.99
2025-02-16,TCK05176,AGT0076,75160.79,Yes,Yes,4.34
2025-02-17,TCK05177,AGT0176,26736.69,Yes,Yes,4.8
2025-02-18,TCK05178,AGT0147,91857.3,Yes,Yes,4.37
2025-02-19,TCK05179,AGT0100,84508.33,Yes,Yes,4.21
2025-02-20,TCK05180,AGT0245,24727.77,Yes,Yes,4.92
2025-02-21,TCK05181,AGT0116,88405.33,Yes,No,4.75
2025-02-22,TCK05182,AGT0091,34502.28,Yes,Yes,4.27
2025-02-23,TCK05183,AGT0027,17278.28,Yes,No,4.64
2025-02-24,TCK05184,AGT0024,69114.01,Yes,Yes,4.28
2025-02-25,TCK05185,AGT0057,68842.42,Yes,Yes,4.55
2025-02-26,TCK05186,AGT0296,18543.88,Yes,No,4.65
2025-02-27,TCK05187,AGT0133,38696.66,Yes,Yes,4.36
2025-02-28,TCK05188,AGT0248,99353.3,Yes,Yes,4.82
2025-03-01,TCK05189,AGT0037,71058.4,Yes,Yes,4.87
2025-03-02,TCK05190,AGT0074,75706.76,Yes,Yes,4.68
2025-03-03,TCK05191,AGT0141,29162.56,Yes,Yes,4.72
2025-03-04,TCK05192,AGT0167,17090.39,Yes,No,4.16
2025-03-05,TCK05193,AGT0258,34921.15,Yes,Yes,5.0
2025-03-06,TCK05194,AGT0224,32400.85,Yes,Yes,4.57
2025-03-07,TCK05195,AGT0151,31108.97,Yes,No,4.32
2025-03-08,TCK05196,AGT0018,27347.89,Yes,Yes,4.64
2025-03-09,TCK05197,AGT0145,61728.01,Yes,Yes,4.82
2025-03-10,TCK05198,AGT0240,39529.31,Yes,No,4.75
2025-03-11,TCK05199,AGT0236,83831.05,Yes,Yes,4.27
2025-03-12,TCK05200,AGT0034,26555.27,Yes,Yes,4.83
2025-03-13,TCK05201,AGT0189,51816.44,Yes,No,4.58
2025-03-14,TCK05202,AGT0000,11229.21,Yes,Yes,4.75
2025-03-15,TCK05203,AGT0152,53351.41,Yes,Yes,4.36
2025-03-16,TCK05204,AGT0125,15025.44,No,Yes,4.91
2025-03-17,TCK05205,AGT0225,97995.12,Yes,Yes,4.65
2025-03-18,TCK05206,AGT0220,81153.29,Yes,Yes,4.96
2025-03-19,TCK05207,AGT0210,54110.03,Yes,Yes,4.14
2025-03-20,TCK05208,AGT0024,17792.86,Yes,Yes,4.18
2025-03-21,TCK05209,AGT0015,63320.09,Yes,Yes,4.53
2025-03-22,TCK05210,AGT0181,78288.74,Yes,Yes,5.0
2025-03-23,TCK05211,AGT0128,27164.55,Yes,Yes,5.0
2025-03-24,TCK05212,AGT0041,61138.75,Yes,Yes,4.33
2025-03-25,TCK05213,AGT0235,83278.98,Yes,Yes,4.62
2025-03-26,TCK05214,AGT0033,79142.3,Yes,Yes,4.65
2025-03-27,TCK05215,AGT0044,82269.28,Yes,Yes,4.82
2025-03-28,TCK05216,AGT0133,89139.11,Yes,Yes,4.87
2025-03-29,TCK05217,AGT0020,94391.39,Yes,Yes,4.27
2025-03-30,TCK05218,AGT0121,46496.9,Yes,Yes,4.62
2025-03-31,TCK05219,AGT0069,61189.22,Yes,Yes,4.0
2025-01-01,TCK05220,AGT0047,81159.36,Yes,Yes,4.84
2025-01-02,TCK05221,AGT0038,72742.58,Yes,Yes,4.5
2025-01-03,TCK05222,AGT0286,99596.82,Yes,No,4.24
2025-01-04,TCK05223,AGT0009,11230.99,Yes,Yes,4.7
2025-01-05,TCK05224,AGT0029,41961.99,Yes,Yes,4.49
2025-01-06,TCK05225,AGT0243,35292.51,Yes,Yes,4.98
2025-01-07,TCK05226,AGT0273,33608.43,Yes,Yes,4.33
2025-01-08,TCK05227,AGT0087,30027.68,Yes,No,5.0
2025-01-09,TCK05228,AGT0243,73821.15,Yes,No,4.86
2025-01-10,TCK05229,AGT0014,17628.35,Yes,Yes,4.99
2025-01-11,TCK05230,AGT0003,76744.8,Yes,No,4.29
2025-01-12,TCK05231,AGT0190,72408.33,Yes,Yes,5.0
2025-01-13,TCK05232,AGT0167,32572.37,Yes,Yes,4.24
2025-01-14,TCK05233,AGT0008,32755.04,Yes,Yes,4.54
2025-01-15,TCK05234,AGT0108,66597.45,Yes,Yes,4.99
2025-01-16,TCK05235,AGT0136,78595.4,Yes,Yes,4.75
2025-01-17,TCK05236,AGT0153,88883.71,Yes,Yes,4.23
2025-01-18,TCK05237,AGT0208,86692.56,Yes,Yes,4.94
2025-01-19,TCK05238,AGT0271,96839.47,Yes,Yes,4.7
2025-01-20,TCK05239,AGT0142,62324.64,Yes,Yes,4.48
2025-01-21,TCK05240,AGT0098,91779.0,Yes,Yes,4.14
2025-01-22,TCK05241,AGT0068,82766.19,Yes,Yes,4.73
2025-01-23,TCK05242,AGT0246,90520.09,Yes,Yes,4.55
2025-01-24,TCK05243,AGT0260,11046.39,Yes,Yes,4.65
2025-01-25,TCK05244,AGT0275,96931.27,Yes,Yes,4.12
2025-01-26,TCK05245,AGT0078,52617.71,Yes,Yes,4.47
2025-01-27,TCK05246,AGT0145,81836.47,Yes,Yes,4.74
2025-01-28,TCK05247,AGT0110,21448.37,Yes,Yes,5.0
2025-01-29,TCK05248,AGT0257,45634.7,Yes,Yes,4.54
2025-01-30,TCK05249,AGT0092,34431.46,Yes,Yes,5.0
2025-01-31,TCK05250,AGT0012,36249.29,Yes,Yes,4.84
2025-02-01,TCK05251,AGT0259,21093.01,Yes,Yes,4.67
2025-02-02,TCK05252,AGT0108,82518.74,Yes,No,4.3
2025-02-03,TCK05253,AGT0188,10831.81,Yes,Yes,4.31
2025-02-04,TCK05254,AGT0094,38125.49,Yes,Yes,4.79
2025-02-05,TCK05255,AGT0104,25696.95,Yes,No,4.44
2025-02-06,TCK05256,AGT0007,63013.5,Yes,No,4.42
2025-02-07,TCK05257,AGT0066,32882.72,Yes,Yes,4.55
2025-02-08,TCK05258,AGT0190,33309.86,Yes,Yes,4.55
2025-02-09,TCK05259,AGT0255,53950.43,Yes,Yes,4.87
2025-02-10,TCK05260,AGT0008,68742.01,Yes,Yes,4.45
2025-02-11,TCK05261,AGT0116,20917.42,Yes,Yes,4.84
2025-02-12,TCK05262,AGT0266,25796.03,Yes,Yes,4.73
2025-02-13,TCK05263,AGT0098,32245.73,Yes,Yes,4.1
2025-02-14,TCK05264,AGT0297,97637.34,Yes,Yes,4.69
2025-02-15,TCK05265,AGT0163,45743.72,Yes,Yes,3.8
2025-02-16,TCK05266,AGT0140,63909.11,Yes,Yes,4.33
2025-02-17,TCK05267,AGT0267,31738.85,Yes,Yes,4.74
2025-02-18,TCK05268,AGT0036,54141.36,Yes,Yes,4.6
2025-02-19,TCK05269,AGT0073,16670.73,Yes,Yes,4.07
2025-02-20,TCK05270,AGT0072,13126.79,Yes,No,4.26
2025-02-21,TCK05271,AGT0198,52186.02,Yes,Yes,3.82
2025-02-22,TCK05272,AGT0129,45879.34,Yes,Yes,4.2
2025-02-23,TCK05273,AGT0245,22319.23,Yes,Yes,4.77
2025-02-24,TCK05274,AGT0059,71884.13,Yes,Yes,4.43
2025-02-25,TCK05275,AGT0278,99361.31,Yes,Yes,4.65
2025-02-26,TCK05276,AGT0102,45608.21,Yes,Yes,4.6
2025-02-27,TCK05277,AGT0295,66210.28,Yes,Yes,4.61
2025-02-28,TCK05278,AGT0150,96667.83,Yes,Yes,4.91
2025-03-01,TCK05279,AGT0156,84838.15,Yes,Yes,4.54
2025-03-02,TCK05280,AGT0205,51719.7,Yes,Yes,4.87
2025-03-03,TCK05281,AGT0178,76374.05,Yes,No,3.86
2025-03-04,TCK05282,AGT0196,21532.15,Yes,Yes,4.93
2025-03-05,TCK05283,AGT0222,56089.35,Yes,Yes,4.21
2025-03-06,TCK05284,AGT0088,35115.42,Yes,Yes,4.28
2025-03-07,TCK05285,AGT0286,24504.73,Yes,No,4.39
2025-03-08,TCK05286,AGT0275,48365.28,Yes,Yes,4.93
2025-03-09,TCK05287,AGT0235,21791.31,Yes,Yes,4.33
2025-03-10,TCK05288,AGT0182,72908.66,Yes,Yes,4.4
2025-03-11,TCK05289,AGT0208,51061.6,Yes,Yes,4.31
2025-03-12,TCK05290,AGT0129,57803.02,Yes,Yes,4.68
2025-03-13,TCK05291,AGT0152,23173.83,Yes,No,4.82
2025-03-14,TCK05292,AGT0012,22579.45,Yes,Yes,5.0
2025-03-15,TCK05293,AGT0121,62507.39,Yes,No,5.0
2025-03-16,TCK05294,AGT0219,98650.88,Yes,Yes,4.8
2025-03-17,TCK05295,AGT0105,18662.55,No,No,4.71
2025-03-18,TCK05296,AGT0069,35715.83,Yes,Yes,4.23
2025-03-19,TCK05297,AGT0194,88251.32,Yes,Yes,5.0
2025-03-20,TCK05298,AGT0185,16504.48,Yes,Yes,4.66
2025-03-21,TCK05299,AGT0098,88829.71,Yes,Yes,4.51
2025-03-22,TCK05300,AGT0081,57185.74,Yes,Yes,4.72
2025-03-23,TCK05301,AGT0074,46744.01,Yes,Yes,4.41
2025-03-24,TCK05302,AGT0191,37871.25,Yes,Yes,3.9
2025-03-25,TCK05303,AGT0213,36740.54,Yes,Yes,4.77
2025-03-26,TCK05304,AGT0143,37522.23,Yes,Yes,5.0
2025-03-27,TCK05305,AGT0215,89632.28,Yes,No,4.77
2025-03-28,TCK05306,AGT0014,75141.57,Yes,Yes,4.6
2025-03-29,TCK05307,AGT0216,70275.07,Yes,Yes,4.6
2025-03-30,TCK05308,AGT0034,81887.42,Yes,Yes,4.65
2025-03-31,TCK05309,AGT0182,33140.32,Yes,No,4.64
2025-01-01,TCK05310,AGT0269,65623.85,Yes,Yes,4.58
2025-01-02,TCK05311,AGT0099,51405.96,Yes,Yes,4.61
2025-01-03,TCK05312,AGT0006,80419.75,Yes,Yes,5.0
2025-01-04,TCK05313,AGT0029,37833.05,Yes,Yes,4.74
2025-01-05,TCK05314,AGT0143,67886.08,Yes,Yes,4.63
2025-01-06,TCK05315,AGT0110,89399.12,Yes,Yes,4.8
2025-01-07,TCK05316,AGT0231,46193.54,Yes,Yes,4.8
