date,record_id,net_profit,revenue,operating_cash_flow,accounts_receivable,dso,budgeted_amount,actual_spend,budget_accuracy_score,internal_csat_score
2025-03-30,FIN04048,1305746.89,5640826.5648,607198.52,5657943.25,30.09,5604340.13,5461859.05,97.46,4.35
2025-03-31,FIN04049,461986.89,1173446.7006,489556.71,2007760.89,51.33,1099386.23,1201131.06,90.75,4.63
2025-01-01,FIN04050,1414762.95,5390246.8395,412378.06,8435491.07,46.95,5084221.66,4852687.79,95.45,4.66
2025-01-02,FIN04051,1095813.95,3583311.6165,517867.21,6942824.44,58.13,3429258.9,3549193.19,96.5,4.72
2025-01-03,FIN04052,1270255.18,4890482.443,656078.33,7796564.22,47.83,4523461.38,4798549.86,93.92,5.0
2025-01-04,FIN04053,923047.9,3396816.2720000003,340833.29,6769366.01,59.79,3547036.35,3332090.8,93.94,4.57
2025-01-05,FIN04054,1213371.71,3579446.5445000003,407620.82,6635646.99,55.61,3788447.9,4146950.95,90.54,4.71
2025-01-06,FIN04055,221060.52,926243.5788,963360.09,1809507.54,58.61,906660.0,915117.41,99.07,4.62
2025-01-07,FIN04056,1263894.55,4398353.034,679998.75,5839529.58,39.83,4564604.22,4943001.38,91.71,4.53
2025-01-08,FIN04057,252180.52,1046549.158,344414.51,1202836.62,34.48,1023306.2,1056846.3,96.72,4.54
2025-01-09,FIN04058,1356887.39,4491297.2609,785161.43,8070286.8,53.91,4189551.54,4314757.84,97.01,4.36
2025-01-10,FIN04059,1489551.57,6658295.5179,343262.01,11893028.16,53.59,6521358.43,6319960.74,96.91,4.56
2025-01-11,FIN04060,582287.7,2352442.3079999997,817211.96,2849863.74,36.34,2379254.22,2508014.77,94.59,4.53
2025-01-12,FIN04061,473414.12,2097224.5516,824973.91,3701065.82,52.94,1904696.95,1725574.04,90.6,4.55
2025-01-13,FIN04062,1194972.37,4218252.4661,755755.28,6673163.02,47.46,4348583.3,4397131.3,98.88,4.08
2025-01-14,FIN04063,528934.24,1824823.128,812543.18,2024687.15,33.29,1913366.45,1734328.57,90.64,4.57
2025-01-15,FIN04064,1325231.1,5314176.711,361576.05,7980743.42,45.05,5696765.82,5476724.68,96.14,4.34
2025-01-16,FIN04065,333695.37,1421542.2762,808746.39,2745194.31,57.93,1308606.59,1202948.59,91.93,4.58
2025-01-17,FIN04066,363741.76,1611375.9967999998,395681.82,2427469.53,45.19,1450268.56,1569652.07,91.77,4.27
2025-01-18,FIN04067,1472897.02,4639625.613,537654.14,8298893.65,53.66,4243648.76,4352507.15,97.43,4.61
2025-01-19,FIN04068,1075990.57,4411561.337,959921.68,4539099.52,30.87,4785764.8,4947055.23,96.63,4.51
2025-01-20,FIN04069,1300953.39,3798783.8987999996,652012.83,6564607.85,51.84,4000541.66,4281482.44,92.98,4.41
2025-01-21,FIN04070,621628.19,2231645.2021,977198.5,4344650.31,58.41,2381359.87,2492346.71,95.34,4.69
2025-01-22,FIN04071,1079428.87,3087166.5682,362245.72,4629292.05,44.99,3097671.45,2864847.73,92.48,4.71
2025-01-23,FIN04072,972514.38,3102320.8722,634289.62,4150005.38,40.13,3118899.6,3192217.65,97.65,4.59
2025-01-24,FIN04073,984095.16,4290654.897600001,343681.62,7065209.05,49.4,4117746.3,4511543.45,90.44,4.77
2025-01-25,FIN04074,1087292.2,3033545.238,741147.18,5813065.08,57.49,3241496.62,3056158.14,94.28,4.48
2025-01-26,FIN04075,947966.93,3564355.6568,355094.9,4194425.56,35.3,3799438.87,3890408.03,97.61,4.72
2025-01-27,FIN04076,757781.08,2796212.1851999997,422757.46,3925026.85,42.11,2735909.83,2770718.43,98.73,4.59
2025-01-28,FIN04077,558699.5,1530836.6300000001,481181.22,1770091.52,34.69,1478563.79,1446522.14,97.83,4.3
2025-01-29,FIN04078,1199155.73,3777340.5494999997,824120.7,5653372.72,44.9,3957423.95,4317260.95,90.91,4.36
2025-01-30,FIN04079,494154.16,1793779.6008,414773.48,2763177.58,46.21,1623789.62,1577154.5,97.13,4.95
2025-01-31,FIN04080,1100060.6,3157173.9220000003,892642.44,6138188.95,58.33,3384458.18,3109423.87,91.87,5.0
2025-02-01,FIN04081,503332.67,2063663.9469999997,392332.76,2914956.6,42.38,2041478.73,2230333.06,90.75,4.81
2025-02-02,FIN04082,1012929.22,4497405.7368,324671.11,7047239.66,47.01,4444645.99,4648406.53,95.42,4.43
2025-02-03,FIN04083,1171201.75,3431621.1275000004,576531.79,6469506.88,56.56,3547663.35,3435876.39,96.85,5.0
2025-02-04,FIN04084,484328.06,1390021.5322,985609.15,1836781.4,39.64,1430540.48,1367743.08,95.61,4.78
2025-02-05,FIN04085,277926.29,947728.6488999999,377239.56,1586653.06,50.22,903370.03,980703.32,91.44,4.7
2025-02-06,FIN04086,370265.87,1481063.48,371202.91,2602468.24,52.71,1612368.23,1539344.07,95.47,5.0
2025-02-07,FIN04087,987796.06,3022655.9436000003,825816.56,4021729.08,39.92,3316657.58,3341305.44,99.26,4.34
2025-02-08,FIN04088,1304280.33,3312872.0382000003,518513.19,3857313.36,34.93,3330091.69,3140246.54,94.3,4.83
2025-02-09,FIN04089,258495.87,925415.2146,802097.13,1390815.36,45.09,936775.76,1029556.77,90.1,4.36
2025-02-10,FIN04090,1154396.64,5090889.182399999,440007.41,6907327.25,40.7,5146194.53,5423583.25,94.61,4.42
2025-02-11,FIN04091,643714.24,2111382.7072,622050.4,2673986.88,37.99,2105381.06,2133860.53,98.65,5.0
2025-02-12,FIN04092,822086.88,2745770.1792,485702.91,5418561.39,59.2,2990246.45,3137262.78,95.08,4.75
2025-02-13,FIN04093,1407517.41,6249377.3004,616069.75,9387520.98,45.06,5930349.65,6424191.18,91.67,5.0
2025-02-14,FIN04094,631562.96,2456779.9144,838367.96,4560957.11,55.69,2264147.82,2473864.15,90.74,4.76
2025-02-15,FIN04095,804938.01,3171455.7594,833406.96,3790896.29,35.86,3443913.8,3640918.68,94.28,4.72
2025-02-16,FIN04096,217787.14,790567.3182,661040.6,1533260.07,58.18,745194.81,797219.24,93.02,4.41
2025-02-17,FIN04097,306078.34,1362048.6130000001,949860.29,2444102.85,53.83,1429920.95,1400691.63,97.96,4.89
2025-02-18,FIN04098,536169.07,2080335.9915999998,484648.87,3762687.39,54.26,1957127.39,1914784.15,97.84,4.61
2025-02-19,FIN04099,236207.91,1013331.9339000001,468217.95,1408293.13,41.69,1106596.17,1174828.15,93.83,4.62
2025-02-20,FIN04100,1020787.92,3981072.8880000003,729664.48,5914429.15,44.57,4212868.29,4431621.59,94.81,4.52
2025-02-21,FIN04101,754317.86,2994641.9042,734907.92,4771525.63,47.8,3245424.1,3505695.24,91.98,4.57
2025-02-22,FIN04102,912588.76,2810773.3808,332578.03,5030625.33,53.69,3064296.61,2839383.18,92.66,4.61
2025-02-23,FIN04103,427041.34,1328098.5674,725444.4,2455729.62,55.47,1217713.49,1264184.63,96.18,4.64
2025-02-24,FIN04104,584711.64,2379776.3748000003,562105.31,2565506.76,32.34,2348072.45,2417410.2,97.05,4.58
2025-02-25,FIN04105,1062971.82,3284582.9238,823209.77,6254050.8,57.12,3381872.49,3583783.7,94.03,4.13
2025-02-26,FIN04106,1454893.54,5281263.5502,865673.97,10232430.45,58.12,5600733.63,5068162.54,90.49,4.76
2025-02-27,FIN04107,265541.81,796625.4299999999,686507.67,1268934.61,47.79,755435.39,804727.92,93.47,4.56
2025-02-28,FIN04108,1357499.62,5606473.430600001,301193.52,6653485.78,35.6,6071367.66,5860602.14,96.53,3.6
2025-03-01,FIN04109,949945.56,2583851.9232000005,745456.07,4698514.66,54.55,2439660.75,2530963.66,96.26,4.12
2025-03-02,FIN04110,933095.44,3881677.0304,824216.9,6011116.97,46.46,4165952.74,4263069.07,97.67,4.46
2025-03-03,FIN04111,850362.1,3154843.391,474288.29,5732970.22,54.52,3162864.63,3125035.71,98.8,4.98
2025-03-04,FIN04112,290212.31,832909.3297,625252.2,1511570.62,54.44,835478.38,876588.52,95.08,4.78
2025-03-05,FIN04113,316839.91,1134286.8778,976008.64,1232662.8,32.6,1105704.12,1207698.46,90.78,4.39
2025-03-06,FIN04114,981185.61,3002427.9666,508680.89,4824966.08,48.21,2764338.57,2666743.59,96.47,4.54
2025-03-07,FIN04115,643246.14,2026225.341,456207.28,3005184.56,44.49,1964259.34,2061857.84,95.03,4.93
2025-03-08,FIN04116,1392448.49,4455835.1680000005,447598.35,8671587.58,58.38,4390545.34,4227688.64,96.29,4.42
2025-03-09,FIN04117,728567.7,1916133.0509999997,691160.58,2484537.23,38.9,1908093.36,2040001.05,93.09,4.27
2025-03-10,FIN04118,386265.9,1726608.573,964850.97,2082290.12,36.18,1809173.37,1786476.63,98.75,4.86
2025-03-11,FIN04119,1129134.48,2890584.2688,726083.09,5483689.42,56.91,2805063.51,2776600.94,98.99,4.93
2025-03-12,FIN04120,581359.45,2220793.099,512326.18,2551059.61,34.46,2179305.51,2297807.68,94.56,4.42
2025-03-13,FIN04121,883111.4,2861280.936,746998.84,4825605.98,50.6,3093673.37,3091303.43,99.92,4.75
2025-03-14,FIN04122,1107182.62,4196222.1298,737389.61,5455171.91,39.0,4408187.82,4202452.95,95.33,4.59
2025-03-15,FIN04123,1370343.34,4398802.1214000005,717847.6,6896643.24,47.04,3979029.51,4373380.73,90.09,4.42
2025-03-16,FIN04124,1229848.55,4734916.9175,411598.34,7652664.73,48.49,5030459.79,5151417.59,97.6,4.95
2025-03-17,FIN04125,1079269.39,4273906.784399999,744196.76,6057704.19,42.52,4692701.72,4828930.43,97.1,4.4
2025-03-18,FIN04126,1083523.14,4204069.7831999995,601115.12,8302890.6,59.25,4573832.64,4707920.87,97.07,4.83
2025-03-19,FIN04127,1429702.04,3903086.5692000003,313014.44,4417642.84,33.95,4165339.56,4484703.7,92.33,4.62
2025-03-20,FIN04128,584571.33,2227216.7673,677835.14,3098947.38,41.74,2284756.35,2140301.27,93.68,4.55
2025-03-21,FIN04129,201445.72,616423.9032000001,992486.72,881729.87,42.91,589078.37,537139.51,91.18,4.43
2025-03-22,FIN04130,553540.93,1417064.7808,544817.71,2311299.19,48.93,1460832.42,1427730.1,97.73,4.3
2025-03-23,FIN04131,483258.79,1609251.7707,975891.45,2264635.26,42.22,1672203.28,1693910.21,98.7,4.53
2025-03-24,FIN04132,1060384.96,3573497.3152,367344.02,3920255.24,32.91,3417377.05,3270914.85,95.71,4.45
2025-03-25,FIN04133,1023825.08,3511720.0244,812715.08,6838828.92,58.42,3339877.25,3466262.89,96.22,4.63
2025-03-26,FIN04134,971499.8,3798564.2180000003,380031.0,5379067.33,42.48,3720255.95,3403227.63,91.48,4.24
2025-03-27,FIN04135,221116.48,689883.4176,491500.1,926288.34,40.28,709358.41,750601.85,94.19,4.55
2025-03-28,FIN04136,1147411.47,3591397.9011,699588.58,5195754.8,43.4,3442758.75,3592922.27,95.64,4.72
2025-03-29,FIN04137,620589.54,1625944.5948,714945.79,1978117.17,36.5,1644046.73,1549989.1,94.28,4.4
2025-03-30,FIN04138,1064572.79,4119896.6973,842647.92,4532799.68,33.01,4448860.07,4269530.29,95.97,4.82
2025-03-31,FIN04139,923551.96,3361729.1344,730717.99,3861209.74,34.46,3223965.69,3421918.5,93.86,4.85
2025-01-01,FIN04140,645550.2,2065760.64,715530.29,2410029.62,35.0,2258278.68,2381733.29,94.53,4.24
2025-01-02,FIN04141,374949.15,1466051.1765,938647.16,1755850.55,35.93,1458236.53,1549745.59,93.72,4.37
2025-01-03,FIN04142,322744.57,1152198.1149,616512.53,1636075.48,42.6,1060231.58,1022538.83,96.44,4.2
2025-01-04,FIN04143,1280973.83,4406549.9752,457686.05,7155793.28,48.72,4014401.75,4391411.22,90.61,4.73
2025-01-05,FIN04144,1393916.8,4906587.136,413252.01,7992280.11,48.87,4748275.63,4952772.68,95.69,4.64
2025-01-06,FIN04145,1044724.46,3938611.2142,579996.22,3938995.5,30.0,3748580.28,3422604.33,91.3,4.12
2025-01-07,FIN04146,334464.35,1277653.8169999998,798926.93,2454318.9,57.63,1365483.15,1359402.61,99.55,4.4
2025-01-08,FIN04147,722635.38,2225716.9704,329780.44,4057141.9,54.69,2331500.14,2408228.44,96.71,4.69
2025-01-09,FIN04148,1147620.96,3190386.2687999997,390337.37,6265720.95,58.92,3435756.51,3208069.06,93.37,4.63
2025-01-10,FIN04149,1213767.15,3410685.6914999997,374279.42,4638485.97,40.8,3471568.82,3750522.51,91.96,4.96
2025-01-11,FIN04150,353684.21,1336926.3138000001,709675.11,2225713.96,49.94,1319668.53,1386736.38,94.92,4.25
2025-01-12,FIN04151,200039.93,850169.7025,470005.26,993015.85,35.04,811158.46,743253.43,91.63,4.6
2025-01-13,FIN04152,1125778.16,3737583.4911999996,416381.6,6791312.65,54.51,3799708.73,4113715.22,91.74,4.3
2025-01-14,FIN04153,663575.03,1884553.0852,714939.5,2188659.13,34.84,1929037.88,1892142.98,98.09,4.63
2025-01-15,FIN04154,530825.73,2128611.1772999996,832916.94,2822507.98,39.78,2083036.57,2063235.01,99.05,4.55
2025-01-16,FIN04155,216766.71,901749.5136,532508.44,1344359.61,44.73,980489.46,1036006.37,94.34,4.68
2025-01-17,FIN04156,902389.23,3844178.1197999995,704743.22,6129663.75,47.84,3951780.19,4065589.63,97.12,4.48
2025-01-18,FIN04157,1306495.96,4847100.0116,368687.09,7559697.25,46.79,5174261.04,5109612.47,98.75,4.83
2025-01-19,FIN04158,1444921.14,6097567.2108,954633.72,6720104.5,33.06,6244385.35,5944186.09,95.19,4.39
2025-01-20,FIN04159,935468.44,2366735.1531999996,535827.33,3364730.57,42.65,2279893.39,2287597.48,99.66,4.3
2025-01-21,FIN04160,868799.73,2354447.2683,998253.99,4527388.46,57.69,2465868.73,2504918.11,98.42,4.67
2025-01-22,FIN04161,310573.3,835442.1769999999,985011.43,1564255.64,56.17,790370.83,811067.85,97.38,5.0
2025-01-23,FIN04162,913534.64,3590191.1352000004,845176.41,5711216.9,47.72,3659560.35,3736457.41,97.9,4.14
2025-01-24,FIN04163,693972.8,1832088.1920000003,314046.97,2880637.29,47.17,1796313.5,1838456.27,97.65,4.26
2025-01-25,FIN04164,989275.87,3452572.7863000003,680432.44,3838139.48,33.35,3210813.19,3195232.78,99.51,4.67
2025-01-26,FIN04165,705344.25,2433437.6625,360785.49,2920756.56,36.01,2391212.93,2420810.33,98.76,4.94
2025-01-27,FIN04166,512388.86,1598653.2432,926596.62,2002536.59,37.58,1537994.21,1472979.56,95.77,4.69
2025-01-28,FIN04167,323454.86,1371448.6064,852745.38,2040983.96,44.65,1265085.11,1178648.15,93.17,4.42
2025-01-29,FIN04168,609393.98,1730678.9031999998,980638.26,2996421.39,51.94,1842767.44,1882178.96,97.86,4.73
2025-01-30,FIN04169,325638.28,1042042.4960000002,725868.07,1522137.9,43.82,1041747.09,947364.53,90.94,4.75
2025-01-31,FIN04170,429966.04,1741362.4619999998,665520.96,1960880.43,33.78,1687852.58,1541079.27,91.3,4.4
2025-02-01,FIN04171,1483537.01,3797854.7456,663281.7,5466437.96,43.18,3801625.45,3609503.46,94.95,4.85
2025-02-02,FIN04172,777334.62,2992738.287,570513.86,3479457.05,34.88,3145118.42,2952842.87,93.89,4.59
2025-02-03,FIN04173,891433.3,3681619.529,628083.05,6447058.29,52.53,3326928.91,3243165.58,97.48,4.08
2025-02-04,FIN04174,1335704.09,5823669.832400001,744788.81,6793315.87,35.0,5878123.2,5726807.15,97.43,4.56
2025-02-05,FIN04175,1494239.57,6350518.1725,953063.33,9414859.04,44.48,6324037.51,5839433.41,92.34,4.43
2025-02-06,FIN04176,957528.78,3006640.3692,717119.04,5091485.7,50.8,3243004.51,3078586.13,94.93,4.99
2025-02-07,FIN04177,1256215.97,4610312.6099,899981.16,5662377.02,36.85,4661921.98,4199990.0,90.09,4.2
2025-02-08,FIN04178,625023.33,1656311.8244999999,903945.94,1782241.39,32.28,1536170.53,1490381.53,97.02,4.46
2025-02-09,FIN04179,597467.14,1804350.7628000001,663182.87,2820740.6,46.9,1764179.86,1868772.85,94.07,4.68
2025-02-10,FIN04180,723514.84,1946254.9196,543228.75,2051747.12,31.63,1993381.29,1900154.83,95.32,5.0
2025-02-11,FIN04181,1074259.44,3362432.0472,747701.71,5338764.17,47.63,3057078.7,3144724.02,97.13,5.0
2025-02-12,FIN04182,1086849.2,4619109.1,612114.14,8099601.05,52.6,4974456.33,4574763.92,91.97,4.59
2025-02-13,FIN04183,609811.27,1945297.9513,357008.61,2585915.68,39.88,1777139.53,1603791.89,90.25,4.7
2025-02-14,FIN04184,373172.9,1350885.898,564466.37,2010590.23,44.65,1224062.33,1223669.78,99.97,4.78
2025-02-15,FIN04185,1022115.13,3444527.9881,995850.5,6643674.13,57.86,3101463.73,3077572.58,99.23,4.3
2025-02-16,FIN04186,366823.62,1254536.7804,333958.31,1845560.18,44.13,1300639.62,1220395.15,93.83,4.6
2025-02-17,FIN04187,952040.26,4227058.7544,787666.84,8439551.32,59.9,4189793.08,4010960.1,95.73,5.0
2025-02-18,FIN04188,1101448.77,3403476.6993,888832.09,3937830.75,34.71,3133116.55,2839024.32,90.61,4.64
2025-02-19,FIN04189,1110794.95,4165481.0625,754108.13,7118531.81,51.27,4462237.03,4728007.76,94.04,5.0
2025-02-20,FIN04190,1179513.74,3939575.8915999997,698823.76,6510616.39,49.58,3705344.68,3558081.46,96.03,4.47
2025-02-21,FIN04191,1334717.25,3496959.1950000003,795288.09,6547373.53,56.17,3375491.73,3186097.22,94.39,4.57
2025-02-22,FIN04192,849946.69,2957814.4812,600539.92,3231244.35,32.77,2767166.46,2935774.18,93.91,4.58
2025-02-23,FIN04193,1149323.95,4746707.9135,363953.22,6076766.76,38.41,5151845.41,4677127.28,90.79,4.21
2025-02-24,FIN04194,1004924.56,2713296.3120000004,973660.23,3071937.72,33.97,2853338.64,2730374.48,95.69,4.93
2025-02-25,FIN04195,442631.92,1168548.2688,602610.54,2258914.96,57.99,1220888.34,1162957.79,95.26,4.5
2025-02-26,FIN04196,233396.54,655844.2774,765772.47,935650.61,42.8,596030.76,567775.64,95.26,4.68
2025-02-27,FIN04197,569903.8,2296712.3140000002,671917.31,4386871.75,57.3,2307140.17,2081730.62,90.23,4.42
2025-02-28,FIN04198,775943.82,3064978.089,338271.15,3967329.08,38.83,3111230.1,3381702.85,91.31,5.0
2025-03-01,FIN04199,1002237.73,3638122.9598999997,966922.62,4097865.65,33.79,3552642.23,3811377.76,92.72,4.97
2025-03-02,FIN04200,1304947.13,4489018.1272,854776.06,5820179.32,38.9,4328990.24,4254958.5,98.29,4.62
2025-03-03,FIN04201,455119.43,1947911.1604000002,404368.53,3111153.76,47.92,2085021.85,2062267.98,98.91,4.23
2025-03-04,FIN04202,363214.73,1463755.3619,987154.21,2700969.1,55.36,1324117.96,1330514.57,99.52,4.82
2025-03-05,FIN04203,1452523.93,5984398.5916,815830.96,8290730.11,41.56,6134433.27,6107829.3,99.57,4.92
2025-03-06,FIN04204,340457.93,1406091.2508999999,630625.16,2692395.7,57.44,1376351.55,1453188.77,94.42,4.32
2025-03-07,FIN04205,822038.39,3115525.4981,727959.04,3876436.71,37.33,3218930.21,3211475.13,99.77,4.56
2025-03-08,FIN04206,961232.85,3287416.347,374715.68,5567373.34,50.81,3088802.19,2896570.38,93.78,4.62
2025-03-09,FIN04207,903786.75,3823017.9525000006,692288.06,6635663.3,52.07,3623195.96,3345638.77,92.34,4.93
2025-03-10,FIN04208,311841.8,1356511.8299999998,351562.75,1728145.77,38.22,1380075.47,1495524.7,91.63,4.55
2025-03-11,FIN04209,274134.99,699044.2244999999,681398.68,717897.36,30.81,766143.88,696943.11,90.97,4.89
2025-03-12,FIN04210,337128.46,876533.996,686886.98,1196676.94,40.96,959749.26,1036060.94,92.05,4.37
2025-03-13,FIN04211,961263.99,4248786.8358,912107.15,4440815.63,31.36,4035481.58,4189216.63,96.19,4.28
2025-03-14,FIN04212,907648.35,2768327.4675,807540.25,5261908.89,57.02,2548162.95,2499597.36,98.09,5.0
2025-03-15,FIN04213,503863.03,2141417.8775,474686.67,4183313.92,58.61,2180110.4,2043713.3,93.74,4.21
2025-03-16,FIN04214,1029106.38,3375468.9263999998,921898.3,5857720.98,52.06,3321449.68,3195554.92,96.21,4.37
2025-03-17,FIN04215,1266087.75,3469080.435,701269.87,5990007.71,51.8,3650642.89,3672454.53,99.4,4.84
2025-03-18,FIN04216,254052.65,675780.049,724465.64,838570.51,37.23,679562.22,700880.21,96.86,4.44
2025-03-19,FIN04217,847568.93,2381668.6933000004,418286.96,2557734.92,32.22,2386711.55,2478109.44,96.17,4.43
2025-03-20,FIN04218,1096103.54,3288310.62,900441.52,5925879.81,54.06,3384631.73,3348953.45,98.95,4.54
2025-03-21,FIN04219,528005.51,1837459.1748,951675.58,2864896.4,46.77,1700171.0,1657317.89,97.48,3.95
2025-03-22,FIN04220,600102.18,2340398.5020000003,842493.45,3935678.55,50.45,2423324.31,2553368.37,94.63,4.94
2025-03-23,FIN04221,997729.27,4459849.8368999995,958526.72,7936931.93,53.39,4449609.75,4828194.51,91.49,4.65
2025-03-24,FIN04222,1367315.88,4621527.6744,511609.93,6513739.48,42.28,4917441.38,5325062.86,91.71,4.36
2025-03-25,FIN04223,1252901.75,4435272.195,902783.42,5076375.67,34.34,4114785.49,4157267.17,98.97,4.09
2025-03-26,FIN04224,958069.28,3391565.2512000003,642225.2,6087984.43,53.85,3256409.37,2982232.94,91.58,4.19
2025-03-27,FIN04225,1149288.23,4114451.8634,414742.04,5981448.74,43.61,4484955.27,4102200.05,91.47,4.12
2025-03-28,FIN04226,674269.21,2386913.0034,768160.42,4360709.2,54.81,2412249.07,2365333.58,98.06,4.67
2025-03-29,FIN04227,1033255.19,2603803.0788,778884.19,3743485.46,43.13,2827366.13,2959038.56,95.34,4.67
2025-03-30,FIN04228,806036.07,2015090.1749999998,500847.16,2452397.81,36.51,2091274.73,2090163.86,99.95,4.78
2025-03-31,FIN04229,446916.98,1206675.8460000001,319245.33,1413023.47,35.13,1309588.73,1342947.18,97.45,4.82
2025-01-01,FIN04230,1112259.76,3003101.3520000004,439893.08,5237173.78,52.32,2893684.13,3092375.51,93.13,4.79
2025-01-02,FIN04231,923404.03,3610509.7573,579844.28,5686152.54,47.25,3314833.39,3010091.19,90.81,5.0
2025-01-03,FIN04232,666208.06,1938665.4546000003,417294.04,2723055.12,42.14,2055854.59,2230115.64,91.52,4.96
2025-01-04,FIN04233,1384740.95,5940538.6755,435820.96,8863977.3,44.76,6302280.36,6089133.94,96.62,4.89
2025-01-05,FIN04234,227214.35,990654.5660000001,573973.47,1535156.56,46.49,1014197.83,922268.37,90.94,4.67
2025-01-06,FIN04235,610505.1,2716747.695,973250.63,3367181.76,37.18,2759982.13,2945137.48,93.29,4.82
2025-01-07,FIN04236,273945.82,1199882.6916,834970.46,1653637.03,41.34,1299450.92,1412283.29,91.32,4.48
2025-01-08,FIN04237,1196485.51,3637315.9504,523823.88,4700908.84,38.77,3401980.49,3584749.86,94.63,4.53
2025-01-09,FIN04238,1112739.69,3916843.7087999997,966122.85,5438239.21,41.65,4008135.91,4252243.77,93.91,5.0
2025-01-10,FIN04239,630757.88,1797659.958,751952.75,2697500.61,45.02,1635788.09,1757264.45,92.57,4.43
2025-01-11,FIN04240,1078361.77,4432066.8747000005,618814.75,5200399.08,35.2,4113724.75,4132124.23,99.55,4.41
2025-01-12,FIN04241,714718.39,3058994.7092000004,627810.14,4262755.2,41.81,3020618.0,3129639.88,96.39,4.49
2025-01-13,FIN04242,1183129.93,4969145.706,587521.13,6884723.76,41.56,5288370.95,5062506.3,95.73,4.44
2025-01-14,FIN04243,790438.76,2663778.6212,463094.44,3425629.47,38.58,2787981.4,2648415.34,94.99,4.46
2025-01-15,FIN04244,735963.65,2958573.8729999997,570642.53,5912699.01,59.95,3239084.78,3309659.67,97.82,4.67
2025-01-16,FIN04245,1415148.89,3820902.003,669527.47,4102225.5,32.21,3473084.26,3636046.77,95.31,4.68
2025-01-17,FIN04246,526142.83,1357448.5014,669619.15,2230221.56,49.29,1325236.85,1297974.23,97.94,4.87
2025-01-18,FIN04247,356581.54,1429891.9753999999,833215.83,1679320.34,35.23,1332313.52,1305744.81,98.01,5.0
2025-01-19,FIN04248,959906.05,3215685.2675,551158.5,5915330.19,55.19,2917887.91,3182968.44,90.92,4.49
2025-01-20,FIN04249,1460118.36,6555931.436400001,801758.62,12549341.25,57.43,6247012.74,6270077.21,99.63,4.58
2025-01-21,FIN04250,691190.98,1859303.7362,704664.29,2605773.25,42.04,1764282.85,1935871.45,90.27,4.05
2025-01-22,FIN04251,280647.79,1181527.1959,973291.78,2154489.38,54.7,1162629.31,1246999.61,92.74,4.21
2025-01-23,FIN04252,641096.85,2218195.101,569699.45,2772543.02,37.5,2058521.08,2116018.72,97.21,4.56
2025-01-24,FIN04253,857711.15,3559501.2725000004,930851.52,4058075.3,34.2,3551362.53,3202715.04,90.18,4.74
2025-01-25,FIN04254,410499.91,1695364.6282999997,874449.78,2230893.47,39.48,1837808.6,1762798.5,95.92,4.75
2025-01-26,FIN04255,1055532.88,4570457.370399999,746365.0,6132063.89,40.25,4797324.76,4718306.85,98.35,4.79
2025-01-27,FIN04256,1497074.21,4640930.051,758160.13,6485038.62,41.92,4958534.26,5110081.85,96.94,4.98
2025-01-28,FIN04257,787261.32,3463949.808,359254.95,4755860.86,41.19,3675062.72,3598270.87,97.91,5.0
2025-01-29,FIN04258,661147.12,1851211.9359999998,965157.22,2612327.45,42.33,1810346.93,1929041.92,93.44,4.53
2025-01-30,FIN04259,720915.42,1917635.0172000001,374855.24,3279219.86,51.3,1997777.22,2062866.91,96.74,4.36
2025-01-31,FIN04260,349690.03,1174958.5008,694263.32,1463504.97,37.37,1234706.61,1196964.12,96.94,4.8
2025-02-01,FIN04261,1348255.68,5608743.6288,531049.56,5712929.38,30.56,5278554.77,5578834.91,94.31,4.88
2025-02-02,FIN04262,739273.35,2550493.0575,600896.38,3799419.9,44.69,2734262.39,2626581.84,96.06,4.64
2025-02-03,FIN04263,703456.73,2926379.9968,727128.11,4238250.53,43.45,2901650.56,2647922.47,91.26,4.55
2025-02-04,FIN04264,1057597.35,4188085.5060000005,936195.96,4439642.82,31.8,3782980.15,3535237.54,93.45,4.45
2025-02-05,FIN04265,774643.45,2261958.874,620296.99,2564612.14,34.01,2326824.67,2095417.53,90.05,4.59
2025-02-06,FIN04266,1042703.51,4587895.444,991410.69,6927359.19,45.3,4750089.56,5065828.28,93.35,4.81
2025-02-07,FIN04267,279880.18,733286.0716,714968.45,905425.53,37.04,740877.39,759711.75,97.46,4.4
2025-02-08,FIN04268,1257840.35,5408713.505,412387.76,10155391.25,56.33,5097620.86,5169567.97,98.59,4.36
2025-02-09,FIN04269,1422655.14,4424457.4854,433006.51,5191182.72,35.2,4408775.46,4551662.34,96.76,4.78
2025-02-10,FIN04270,1043395.0,3651882.5,801277.72,3725367.99,30.6,3578937.94,3688881.71,96.93,4.35
2025-02-11,FIN04271,1440935.71,4812725.2714,335278.46,6966726.73,43.43,5269632.0,5338664.12,98.69,4.65
2025-02-12,FIN04272,396862.01,1127088.1084,636239.1,2238580.82,59.58,1200276.35,1282473.68,93.15,4.63
2025-02-13,FIN04273,820641.05,2642464.1810000003,403753.38,4317449.63,49.02,2780876.25,2748032.43,98.82,4.6
2025-02-14,FIN04274,982348.75,2838987.8875,603253.04,3844073.98,40.62,2657902.31,2819933.06,93.9,4.41
2025-02-15,FIN04275,956257.64,2782709.7324,824942.2,2829648.51,30.51,2688676.41,2842809.46,94.27,5.0
2025-02-16,FIN04276,721900.31,2071853.8897000002,621169.05,3076596.2,44.55,2022009.99,1900489.14,93.99,4.72
